ticker,cik,company,sic,sic_desc,form,filing_date,report_date,acceptance_datetime,accession,doc_url,n_words,n_distinct,text_path,accession_clean,calendar_quarter,acceptance_et,acceptance_effective_date,day0_candidate,day0,day_minus1,price_day_minus1,n_pre_returns,n_post_returns,negative_prop,negative_tfidf,positive_prop,positive_tfidf,uncertainty_prop,uncertainty_tfidf
AIR,1750,AAR CORP,3720,Aircraft & Parts,10-K,2024-07-19,2024-05-31,2024-07-18 21:43:23+00:00,0001104659-24-080890,https://www.sec.gov/Archives/edgar/data/1750/000110465924080890/air-20240531x10k.htm,31045,3124,data/interim/text/000110465924080890.txt.gz,110465924080890,2024Q3,2024-07-18 17:43:23-04:00,2024-07-19,2024-07-19,2024-07-19,2024-07-18,73.29000091552734,974,424,0.022129167337735546,121.97685557033451,0.006506683846029956,26.67393549876939,0.020325334192301498,14.540041244799184
AIR,1750,AAR CORP,3720,Aircraft & Parts,10-Q,2025-01-08,2024-11-30,2025-01-07 22:45:44+00:00,0001410578-25-000003,https://www.sec.gov/Archives/edgar/data/1750/000141057825000003/air-20241130x10q.htm,7671,1199,data/interim/text/000141057825000003.txt.gz,141057825000003,2025Q1,2025-01-07 17:45:44-05:00,2025-01-08,2025-01-08,2025-01-08,2025-01-07,61.75,1093,305,0.012253943423282492,11.944209817891773,0.0032590275061921523,2.1416799618955,0.010950332420805632,3.2076008886258878
AIR,1750,AAR CORP,3720,Aircraft & Parts,10-K,2025-07-22,2025-05-31,2025-07-22 01:46:43+00:00,0001410578-25-001475,https://www.sec.gov/Archives/edgar/data/1750/000141057825001475/air-20250531x10k.htm,29986,3056,data/interim/text/000141057825001475.txt.gz,141057825001475,2025Q3,2025-07-21 21:46:43-04:00,2025-07-22,2025-07-22,2025-07-22,2025-07-21,80.55000305175781,1225,173,0.023010738344560796,126.69558965742546,0.007103314880277463,33.50820269451039,0.01927566197558861,13.172344757488318
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2021-01-29,2020-12-26,2021-01-29 22:24:00+00:00,0001628280-21-001185,https://www.sec.gov/Archives/edgar/data/2488/000162828021001185/amd-20201226.htm,38776,3476,data/interim/text/000162828021001185.txt.gz,162828021001185,2021Q1,2021-01-29 17:24:00-05:00,2021-01-30,2021-01-30,2021-02-01,2021-01-29,85.63999938964844,103,1295,0.023416546317309675,105.3160659328037,0.008433051371982669,39.0529651792478,0.019883433051371982,20.339952704072854
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2021-04-28,2021-03-27,2021-04-28 20:39:55+00:00,0000002488-21-000056,https://www.sec.gov/Archives/edgar/data/2488/000000248821000056/amd-20210327.htm,21318,2365,data/interim/text/000000248821000056.txt.gz,248821000056,2021Q2,2021-04-28 16:39:55-04:00,2021-04-29,2021-04-29,2021-04-29,2021-04-28,84.0199966430664,164,1234,0.03640116333614785,93.53558236957781,0.008209025236889014,16.52117071580146,0.028942677549488694,13.410440047705814
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2021-07-28,2021-06-26,2021-07-28 20:46:31+00:00,0000002488-21-000116,https://www.sec.gov/Archives/edgar/data/2488/000000248821000116/amd-20210626.htm,22016,2401,data/interim/text/000000248821000116.txt.gz,248821000116,2021Q3,2021-07-28 16:46:31-04:00,2021-07-29,2021-07-29,2021-07-29,2021-07-28,97.93000030517578,227,1171,0.035655886627906974,93.43091290519138,0.007857921511627907,17.531201018497647,0.028479287790697673,13.711067599086288
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2021-10-27,2021-09-25,2021-10-27 20:37:56+00:00,0000002488-21-000178,https://www.sec.gov/Archives/edgar/data/2488/000000248821000178/amd-20210925.htm,21791,2383,data/interim/text/000000248821000178.txt.gz,248821000178,2021Q4,2021-10-27 16:37:56-04:00,2021-10-28,2021-10-28,2021-10-28,2021-10-27,122.27999877929688,291,1107,0.03620760864577119,93.53273841781171,0.008122619430039925,18.111381117232405,0.02863567527878482,13.65058490710298
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2022-02-03,2021-12-25,2022-02-03 22:22:50+00:00,0000002488-22-000016,https://www.sec.gov/Archives/edgar/data/2488/000000248822000016/amd-20211225.htm,36856,3400,data/interim/text/000000248822000016.txt.gz,248822000016,2022Q1,2022-02-03 17:22:50-05:00,2022-02-04,2022-02-04,2022-02-04,2022-02-03,120.08000183105467,359,1039,0.024962014326025614,108.9199174155256,0.008031256783156067,33.89636709928878,0.020756457564575646,17.132298319567543
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2022-05-04,2022-03-26,2022-05-04 20:50:40+00:00,0000002488-22-000078,https://www.sec.gov/Archives/edgar/data/2488/000000248822000078/amd-20220326.htm,23924,2548,data/interim/text/000000248822000078.txt.gz,248822000078,2022Q2,2022-05-04 16:50:40-04:00,2022-05-05,2022-05-05,2022-05-05,2022-05-04,99.41999816894533,421,977,0.03452599899682327,94.96800916818471,0.007691021568299616,18.225063039120972,0.028757732820598562,16.528514000268213
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2022-08-03,2022-06-25,2022-08-03 21:15:57+00:00,0000002488-22-000123,https://www.sec.gov/Archives/edgar/data/2488/000000248822000123/amd-20220625.htm,24727,2554,data/interim/text/000000248822000123.txt.gz,248822000123,2022Q3,2022-08-03 17:15:57-04:00,2022-08-04,2022-08-04,2022-08-04,2022-08-03,98.08999633789062,483,915,0.03344522182229951,94.30703300979013,0.007360375298256966,18.0064745824484,0.028026044404901525,16.46013427445979
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2022-11-02,2022-09-24,2022-11-02 20:35:10+00:00,0000002488-22-000170,https://www.sec.gov/Archives/edgar/data/2488/000000248822000170/amd-20220924.htm,24655,2527,data/interim/text/000000248822000170.txt.gz,248822000170,2022Q4,2022-11-02 16:35:10-04:00,2022-11-03,2022-11-03,2022-11-03,2022-11-02,58.630001068115234,547,851,0.03467856418576354,97.6792064874479,0.007341310079091462,17.20848914994689,0.02818900831474346,17.673247680250515
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2023-02-27,2022-12-31,2023-02-27 21:20:39+00:00,0000002488-23-000047,https://www.sec.gov/Archives/edgar/data/2488/000000248823000047/amd-20221231.htm,40302,3586,data/interim/text/000000248823000047.txt.gz,248823000047,2023Q1,2023-02-27 16:20:39-05:00,2023-02-28,2023-02-28,2023-02-28,2023-02-27,78.7699966430664,625,773,0.02359684382909037,109.54228607133861,0.0073693613220187585,35.19811135202159,0.020668949431789985,20.55194729847689
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2023-05-03,2023-04-01,2023-05-03 20:28:42+00:00,0000002488-23-000076,https://www.sec.gov/Archives/edgar/data/2488/000000248823000076/amd-20230401.htm,22403,2448,data/interim/text/000000248823000076.txt.gz,248823000076,2023Q2,2023-05-03 16:28:42-04:00,2023-05-04,2023-05-04,2023-05-04,2023-05-03,81.62000274658203,671,727,0.036780788287282956,96.39663254189675,0.00758826942820158,17.202815175146885,0.029817435164933268,16.16522114415727
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2023-08-02,2023-07-01,2023-08-02 21:12:01+00:00,0000002488-23-000139,https://www.sec.gov/Archives/edgar/data/2488/000000248823000139/amd-20230701.htm,22671,2419,data/interim/text/000000248823000139.txt.gz,248823000139,2023Q3,2023-08-02 17:12:01-04:00,2023-08-03,2023-08-03,2023-08-03,2023-08-02,109.3499984741211,733,665,0.03555202681840237,94.92930455225627,0.007410348021701734,17.644705870210075,0.029067972299413346,16.00521764955841
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2023-11-01,2023-09-30,2023-11-01 20:20:28+00:00,0000002488-23-000195,https://www.sec.gov/Archives/edgar/data/2488/000000248823000195/amd-20230930.htm,23459,2547,data/interim/text/000000248823000195.txt.gz,248823000195,2023Q4,2023-11-01 16:20:28-04:00,2023-11-02,2023-11-02,2023-11-02,2023-11-01,108.04000091552734,797,601,0.03444307088963724,100.87949180849148,0.007331940832942581,17.787626863288732,0.028475212072125836,15.697656041455858
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2024-01-31,2023-12-30,2024-01-31 22:16:39+00:00,0000002488-24-000012,https://www.sec.gov/Archives/edgar/data/2488/000000248824000012/amd-20231230.htm,43126,3803,data/interim/text/000000248824000012.txt.gz,248824000012,2024Q1,2024-01-31 17:16:39-05:00,2024-02-01,2024-02-01,2024-02-01,2024-01-31,167.69000244140625,858,540,0.023721189073876547,123.51386719393331,0.0070954876408662985,36.43784375300601,0.020892269164772992,21.177007247784104
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2024-05-01,2024-03-30,2024-05-01 20:10:44+00:00,0000002488-24-000056,https://www.sec.gov/Archives/edgar/data/2488/000000248824000056/amd-20240330.htm,23025,2511,data/interim/text/000000248824000056.txt.gz,248824000056,2024Q2,2024-05-01 16:10:44-04:00,2024-05-02,2024-05-02,2024-05-02,2024-05-01,144.27000427246094,921,477,0.03700325732899023,109.06948727003575,0.006775244299674267,15.545426694576555,0.03009771986970684,17.216095117790463
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2024-07-31,2024-06-29,2024-07-31 20:20:22+00:00,0000002488-24-000123,https://www.sec.gov/Archives/edgar/data/2488/000000248824000123/amd-20240629.htm,23484,2524,data/interim/text/000000248824000123.txt.gz,248824000123,2024Q3,2024-07-31 16:20:22-04:00,2024-08-01,2024-08-01,2024-08-01,2024-07-31,144.47999572753906,983,415,0.036578095724748766,110.05911711162517,0.0067279850110713675,15.694991215841767,0.029679781979219895,16.951609381750472
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2024-10-30,2024-09-28,2024-10-30 20:26:03+00:00,0000002488-24-000163,https://www.sec.gov/Archives/edgar/data/2488/000000248824000163/amd-20240928.htm,24484,2567,data/interim/text/000000248824000163.txt.gz,248824000163,2024Q4,2024-10-30 16:26:03-04:00,2024-10-31,2024-10-31,2024-10-31,2024-10-30,148.60000610351562,1047,351,0.03557425257310897,113.92701609107438,0.006943309916680281,16.657298705748122,0.02944780264662637,16.609388157013473
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2025-02-05,2024-12-28,2025-02-05 21:42:57+00:00,0000002488-25-000012,https://www.sec.gov/Archives/edgar/data/2488/000000248825000012/amd-20241228.htm,40833,3663,data/interim/text/000000248825000012.txt.gz,248825000012,2025Q1,2025-02-05 16:42:57-05:00,2025-02-06,2025-02-06,2025-02-06,2025-02-05,112.01000213623048,1112,286,0.02488183577008792,125.12854775362382,0.006881688830112899,31.064042567422646,0.021624666323806725,20.342379829720326
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2025-05-07,2025-03-29,2025-05-06 22:04:48+00:00,0000002488-25-000047,https://www.sec.gov/Archives/edgar/data/2488/000000248825000047/amd-20250329.htm,24815,2597,data/interim/text/000000248825000047.txt.gz,248825000047,2025Q2,2025-05-06 18:04:48-04:00,2025-05-07,2025-05-07,2025-05-07,2025-05-06,98.62000274658205,1174,224,0.03618778964336087,117.50838622459217,0.006770098730606488,16.823498815643024,0.030183356840620592,16.82777254503413
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2025-08-06,2025-06-28,2025-08-05 22:08:21+00:00,0000002488-25-000108,https://www.sec.gov/Archives/edgar/data/2488/000000248825000108/amd-20250628.htm,25763,2620,data/interim/text/000000248825000108.txt.gz,248825000108,2025Q3,2025-08-05 18:08:21-04:00,2025-08-06,2025-08-06,2025-08-06,2025-08-05,174.30999755859375,1236,162,0.03582657299227574,119.33873429898628,0.006210456856732523,16.2358154132182,0.029732562201606957,17.751692446240803
AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2025-11-05,2025-09-27,2025-11-04 23:07:50+00:00,0000002488-25-000166,https://www.sec.gov/Archives/edgar/data/2488/000000248825000166/amd-20250927.htm,25907,2640,data/interim/text/000000248825000166.txt.gz,248825000166,2025Q4,2025-11-04 18:07:50-05:00,2025-11-05,2025-11-05,2025-11-05,2025-11-04,250.0500030517578,1300,98,0.03497124329331841,117.63202316722415,0.006175937005442544,16.501582746799716,0.030030493688964374,18.22838811423162
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-K,2021-02-17,2020-12-31,2021-02-17 15:41:38+00:00,0000018230-21-000063,https://www.sec.gov/Archives/edgar/data/18230/000001823021000063/cat-20201231.htm,35082,3338,data/interim/text/000001823021000063.txt.gz,1823021000063,2021Q1,2021-02-17 10:41:38-05:00,2021-02-17,2021-02-17,2021-02-17,2021-02-16,183.8806610107422,114,1284,0.018157459665925545,94.77476759331851,0.004218687646086312,19.78181376211392,0.01650419018299983,24.149741595587777
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2021-05-05,2021-03-31,2021-05-05 14:42:43+00:00,0000018230-21-000151,https://www.sec.gov/Archives/edgar/data/18230/000001823021000151/cat-20210331.htm,10528,1479,data/interim/text/000001823021000151.txt.gz,1823021000151,2021Q2,2021-05-05 10:42:43-04:00,2021-05-05,2021-05-05,2021-05-05,2021-05-04,213.0328369140625,168,1230,0.010923252279635259,18.247669302630058,0.006458966565349544,5.848647236055967,0.008358662613981762,3.975763847304269
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2021-08-04,2021-06-30,2021-08-04 15:06:39+00:00,0000018230-21-000221,https://www.sec.gov/Archives/edgar/data/18230/000001823021000221/cat-20210630.htm,13009,1477,data/interim/text/000001823021000221.txt.gz,1823021000221,2021Q3,2021-08-04 11:06:39-04:00,2021-08-04,2021-08-04,2021-08-04,2021-08-03,191.3187713623047,231,1167,0.009378122838035206,18.43428257272726,0.0064570681835652245,6.4145282081845565,0.0063033284649089095,4.169860295966844
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2021-11-03,2021-09-30,2021-11-03 19:55:20+00:00,0000018230-21-000260,https://www.sec.gov/Archives/edgar/data/18230/000001823021000260/cat-20210930.htm,13450,1510,data/interim/text/000001823021000260.txt.gz,1823021000260,2021Q4,2021-11-03 15:55:20-04:00,2021-11-03,2021-11-03,2021-11-03,2021-11-02,191.1018829345703,295,1103,0.01070631970260223,19.02546152565188,0.006840148698884758,7.18264156550722,0.006765799256505577,4.199424324167418
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-K,2022-02-16,2021-12-31,2022-02-16 15:50:47+00:00,0000018230-22-000050,https://www.sec.gov/Archives/edgar/data/18230/000001823022000050/cat-20211231.htm,35226,3381,data/interim/text/000001823022000050.txt.gz,1823022000050,2022Q1,2022-02-16 10:50:47-05:00,2022-02-16,2022-02-16,2022-02-16,2022-02-15,188.5894927978516,367,1031,0.017827740873218645,93.72414099405535,0.005053085788905922,19.60321669520545,0.016408334752739454,24.374647681772522
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2022-05-04,2022-03-31,2022-05-04 14:47:23+00:00,0000018230-22-000112,https://www.sec.gov/Archives/edgar/data/18230/000001823022000112/cat-20220331.htm,10332,1443,data/interim/text/000001823022000112.txt.gz,1823022000112,2022Q2,2022-05-04 10:47:23-04:00,2022-05-04,2022-05-04,2022-05-04,2022-05-03,199.00537109375,420,978,0.010936895083236546,19.985768856557577,0.00532326751838947,5.404611232889834,0.007742934572202865,3.8030632023602755
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2022-08-03,2022-06-30,2022-08-03 14:25:33+00:00,0000018230-22-000183,https://www.sec.gov/Archives/edgar/data/18230/000001823022000183/cat-20220630.htm,12747,1467,data/interim/text/000001823022000183.txt.gz,1823022000183,2022Q3,2022-08-03 10:25:33-04:00,2022-08-03,2022-08-03,2022-08-03,2022-08-02,172.1460418701172,482,916,0.01129677571193222,18.992181513702086,0.005413038361967522,4.503227205939979,0.006668235663293324,4.13530847070217
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2022-11-02,2022-09-30,2022-11-02 14:37:08+00:00,0000018230-22-000223,https://www.sec.gov/Archives/edgar/data/18230/000001823022000223/cat-20220930.htm,14376,1554,data/interim/text/000001823022000223.txt.gz,1823022000223,2022Q4,2022-11-02 10:37:08-04:00,2022-11-02,2022-11-02,2022-11-02,2022-11-01,206.3407440185547,546,852,0.012451307735114079,23.68963770481569,0.006469115191986645,7.596080622426602,0.00667779632721202,3.915379164987732
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-K,2023-02-15,2022-12-31,2023-02-15 15:27:56+00:00,0000018230-23-000011,https://www.sec.gov/Archives/edgar/data/18230/000001823023000011/cat-20221231.htm,34562,3425,data/interim/text/000001823023000011.txt.gz,1823023000011,2023Q1,2023-02-15 10:27:56-05:00,2023-02-15,2023-02-15,2023-02-15,2023-02-14,231.8621826171875,617,781,0.019009316590475087,95.52520048066758,0.005092297899427116,21.7830722410351,0.016665702216306928,22.6243344714501
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2023-05-03,2023-03-31,2023-05-03 14:19:47+00:00,0000018230-23-000022,https://www.sec.gov/Archives/edgar/data/18230/000001823023000022/cat-20230331.htm,10638,1471,data/interim/text/000001823023000022.txt.gz,1823023000022,2023Q2,2023-05-03 10:19:47-04:00,2023-05-03,2023-05-03,2023-05-03,2023-05-02,205.2542724609375,670,728,0.01259635269787554,17.64843749520489,0.005922165820642978,7.415230102165745,0.009024252679075015,3.636182418268858
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2023-08-02,2023-06-30,2023-08-02 14:16:35+00:00,0000018230-23-000047,https://www.sec.gov/Archives/edgar/data/18230/000001823023000047/cat-20230630.htm,12661,1470,data/interim/text/000001823023000047.txt.gz,1823023000047,2023Q3,2023-08-02 10:16:35-04:00,2023-08-02,2023-08-02,2023-08-02,2023-08-01,276.7373962402344,732,666,0.011373509201484874,16.29218004583185,0.005923702709106706,6.467926608496806,0.007345391359292315,3.6466677854510925
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2023-11-01,2023-09-30,2023-11-01 14:03:02+00:00,0000018230-23-000056,https://www.sec.gov/Archives/edgar/data/18230/000001823023000056/cat-20230930.htm,12917,1474,data/interim/text/000001823023000056.txt.gz,1823023000056,2023Q4,2023-11-01 10:03:02-04:00,2023-11-01,2023-11-01,2023-11-01,2023-10-31,217.84071350097656,796,602,0.012386777115429279,17.898917927722753,0.006657892699543238,7.5379823069544285,0.007277231555314702,4.125512678118852
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-K,2024-02-16,2023-12-31,2024-02-16 15:05:13+00:00,0000018230-24-000009,https://www.sec.gov/Archives/edgar/data/18230/000001823024000009/cat-20231231.htm,33932,3381,data/interim/text/000001823024000009.txt.gz,1823024000009,2024Q1,2024-02-16 10:05:13-05:00,2024-02-16,2024-02-16,2024-02-16,2024-02-15,312.7797546386719,869,529,0.019303312507367675,96.10110666296416,0.0054520806318519395,22.51973642944227,0.017829777201461748,22.423997284968117
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2024-05-01,2024-03-31,2024-05-01 14:05:24+00:00,0000018230-24-000020,https://www.sec.gov/Archives/edgar/data/18230/000001823024000020/cat-20240331.htm,10972,1464,data/interim/text/000001823024000020.txt.gz,1823024000020,2024Q2,2024-05-01 10:05:24-04:00,2024-05-01,2024-05-01,2024-05-01,2024-04-30,325.0942077636719,920,478,0.011301494713816989,17.969904144411753,0.006653299307327744,6.23404002544259,0.00966095515858549,2.954448528741363
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2024-08-07,2024-06-30,2024-08-07 14:40:25+00:00,0000018230-24-000045,https://www.sec.gov/Archives/edgar/data/18230/000001823024000045/cat-20240630.htm,13256,1444,data/interim/text/000001823024000045.txt.gz,1823024000045,2024Q3,2024-08-07 10:40:25-04:00,2024-08-07,2024-08-07,2024-08-07,2024-08-06,318.4862365722656,987,411,0.012145443572721787,17.59463171191878,0.00656306578153289,7.069831201906596,0.007770066385033193,3.6814824074748116
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2024-11-06,2024-09-30,2024-11-06 15:40:15+00:00,0000018230-24-000053,https://www.sec.gov/Archives/edgar/data/18230/000001823024000053/cat-20240930.htm,13610,1474,data/interim/text/000001823024000053.txt.gz,1823024000053,2024Q4,2024-11-06 10:40:15-05:00,2024-11-06,2024-11-06,2024-11-06,2024-11-05,375.3729248046875,1051,347,0.012123438648052902,19.489670770309324,0.0055841293166789124,7.015381327881634,0.007567964731814842,4.168295593338297
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-K,2025-02-14,2024-12-31,2025-02-14 14:36:30+00:00,0000018230-25-000008,https://www.sec.gov/Archives/edgar/data/18230/000001823025000008/cat-20241231.htm,33510,3308,data/interim/text/000001823025000008.txt.gz,1823025000008,2025Q1,2025-02-14 09:36:30-05:00,2025-02-14,2025-02-14,2025-02-14,2025-02-13,347.5914611816406,1118,280,0.019098776484631454,92.6547240128,0.005371530886302597,21.090501912981196,0.017278424350940017,22.010346248407878
CAT,18230,CATERPILLAR INC,3531,Construction Machinery & Equip,10-Q,2025-05-07,2025-03-31,2025-05-07 13:31:50+00:00,0000018230-25-000016,https://www.sec.gov/Archives/edgar/data/18230/000001823025000016/cat-20250331.htm,11227,1485,data/interim/text/000001823025000016.txt.gz,1823025000016,2025Q2,2025-05-07 09:31:50-04:00,2025-05-07,2025-05-07,2025-05-07,2025-05-06,316.8664855957031,1174,224,0.012559009530595884,18.60095399148215,0.005077046405985571,9.571024871853025,0.008907098957869421,3.5416269548559876
