,ticker,cik,company,sic,sic_desc,form,filing_date,report_date,acceptance_datetime,accession,doc_url,n_words,n_distinct,text_path,accession_clean,calendar_quarter,acceptance_et,acceptance_effective_date,day0_candidate,day0,day_minus1,price_day_minus1,n_pre_returns,n_post_returns,negative_prop,negative_tfidf,positive_prop,positive_tfidf,uncertainty_prop,uncertainty_tfidf,pre_vol,post_vol,n_pre,n_post
359,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2021-05-05,2021-03-28,2021-05-05 20:27:46+00:00,0001069258-21-000022,https://www.sec.gov/Archives/edgar/data/1069258/000106925821000022/ktos-20210328.htm,8657,1506,data/interim/text/000106925821000022.txt.gz,106925821000022,2021Q2,2021-05-05 16:27:46-04:00,2021-05-06,2021-05-06,2021-05-06,2021-05-05,25.200000762939453,169,1229,0.01721150514034885,38.2159100575175,0.004736051750028878,7.183005888504503,0.0159408571098533,10.264063991785827,0.5122118254863687,0.39075283479991446,55.0,60.0
360,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2021-08-03,2021-06-27,2021-08-03 20:31:42+00:00,0001069258-21-000038,https://www.sec.gov/Archives/edgar/data/1069258/000106925821000038/ktos-20210627.htm,9816,1518,data/interim/text/000106925821000038.txt.gz,106925821000038,2021Q3,2021-08-03 16:31:42-04:00,2021-08-04,2021-08-04,2021-08-04,2021-08-03,27.11000061035156,231,1167,0.01823553382233089,36.62350280766875,0.004686226568867156,6.813209029131786,0.014364303178484108,9.847152564392278,0.32615107407784183,0.4009230753799817,55.0,60.0
361,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2021-11-03,2021-09-26,2021-11-03 20:22:16+00:00,0001069258-21-000044,https://www.sec.gov/Archives/edgar/data/1069258/000106925821000044/ktos-20210926.htm,9988,1554,data/interim/text/000106925821000044.txt.gz,106925821000044,2021Q4,2021-11-03 16:22:16-04:00,2021-11-04,2021-11-04,2021-11-04,2021-11-03,23.280000686645508,296,1102,0.017821385662795355,37.667298654245656,0.004104925911093312,6.752205689974445,0.014817781337605127,12.764702089744649,0.3981729830277689,0.324283988234785,55.0,60.0
362,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-K,2022-02-22,2021-12-26,2022-02-22 21:44:05+00:00,0001069258-22-000014,https://www.sec.gov/Archives/edgar/data/1069258/000106925822000014/ktos-20211226.htm,46422,3620,data/interim/text/000106925822000014.txt.gz,106925822000014,2022Q1,2022-02-22 16:44:05-05:00,2022-02-23,2022-02-23,2022-02-23,2022-02-22,16.309999465942383,371,1027,0.0288440825470682,174.96504212311314,0.00829348153892551,42.923295363812294,0.025031235190211536,31.627164634507775,0.3380503518393092,0.6074360397523111,55.0,60.0
363,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2022-05-05,2022-03-27,2022-05-05 20:24:55+00:00,0001069258-22-000031,https://www.sec.gov/Archives/edgar/data/1069258/000106925822000031/ktos-20220327.htm,8939,1494,data/interim/text/000106925822000031.txt.gz,106925822000031,2022Q2,2022-05-05 16:24:55-04:00,2022-05-06,2022-05-06,2022-05-06,2022-05-05,15.43000030517578,422,976,0.01935339523436626,40.65247369139957,0.004362904127978521,8.244815633075076,0.015661707126076743,13.105995154680775,0.7321170429911474,0.47977231583815955,55.0,60.0
364,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2022-08-04,2022-06-26,2022-08-04 20:18:13+00:00,0001069258-22-000054,https://www.sec.gov/Archives/edgar/data/1069258/000106925822000054/ktos-20220626.htm,10154,1465,data/interim/text/000106925822000054.txt.gz,106925822000054,2022Q3,2022-08-04 16:18:13-04:00,2022-08-05,2022-08-05,2022-08-05,2022-08-04,15.050000190734863,484,914,0.019302737837305496,33.5533966313255,0.004037817608824109,5.920341606573223,0.013295253102225724,8.710207146229687,0.5028315205659727,0.45383734250007035,55.0,60.0
365,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2022-11-03,2022-09-25,2022-11-03 20:21:48+00:00,0001069258-22-000061,https://www.sec.gov/Archives/edgar/data/1069258/000106925822000061/ktos-20220925.htm,10192,1467,data/interim/text/000106925822000061.txt.gz,106925822000061,2022Q4,2022-11-03 16:21:48-04:00,2022-11-04,2022-11-04,2022-11-04,2022-11-03,10.800000190734863,548,850,0.019525117739403453,33.61369519819741,0.003924646781789639,5.992938914365664,0.013932496075353218,9.504278876636183,0.45328656493007147,0.4450668597158992,55.0,60.0
366,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-K,2023-02-23,2022-12-25,2023-02-23 21:16:47+00:00,0001069258-23-000008,https://www.sec.gov/Archives/edgar/data/1069258/000106925823000008/ktos-20221225.htm,47177,3675,data/interim/text/000106925823000008.txt.gz,106925823000008,2023Q1,2023-02-23 16:16:47-05:00,2023-02-24,2023-02-24,2023-02-24,2023-02-23,11.470000267028809,623,775,0.02876401636390614,169.5150277980001,0.008436314305699811,42.621294741762775,0.02446107213260699,28.69577088230026,0.3646998608272756,0.33037719030885154,55.0,60.0
367,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2023-05-03,2023-03-26,2023-05-03 20:20:59+00:00,0001069258-23-000027,https://www.sec.gov/Archives/edgar/data/1069258/000106925823000027/ktos-20230326.htm,8534,1440,data/interim/text/000106925823000027.txt.gz,106925823000027,2023Q2,2023-05-03 16:20:59-04:00,2023-05-04,2023-05-04,2023-05-04,2023-05-03,13.0,671,727,0.01827982188891493,29.237811805267356,0.003866885399578158,5.53822689636079,0.015584719943754394,8.61635733603817,0.40748774553851275,0.526093170024275,55.0,60.0
368,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2023-08-03,2023-06-25,2023-08-03 20:19:59+00:00,0001069258-23-000046,https://www.sec.gov/Archives/edgar/data/1069258/000106925823000046/ktos-20230625.htm,9236,1407,data/interim/text/000106925823000046.txt.gz,106925823000046,2023Q3,2023-08-03 16:19:59-04:00,2023-08-04,2023-08-04,2023-08-04,2023-08-03,14.43000030517578,734,664,0.0167821567778259,26.12273163435243,0.0037895192724122996,5.507029663660742,0.0129926375054136,7.375139177146896,0.44255422497058094,0.38107672711873625,55.0,60.0
369,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2023-11-02,2023-10-01,2023-11-02 20:27:58+00:00,0001069258-23-000062,https://www.sec.gov/Archives/edgar/data/1069258/000106925823000062/ktos-20231001.htm,9427,1427,data/interim/text/000106925823000062.txt.gz,106925823000062,2023Q4,2023-11-02 16:27:58-04:00,2023-11-03,2023-11-03,2023-11-03,2023-11-02,17.950000762939453,798,600,0.0170786040097592,27.34746397146525,0.0041370531452211735,5.770099746181167,0.013153707436087833,7.4646449975471505,0.3847068058297926,0.32942306441991764,55.0,60.0
370,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-K,2024-02-13,2023-12-31,2024-02-13 21:20:39+00:00,0001069258-24-000007,https://www.sec.gov/Archives/edgar/data/1069258/000106925824000007/ktos-20231231.htm,49389,3858,data/interim/text/000106925824000007.txt.gz,106925824000007,2024Q1,2024-02-13 16:20:39-05:00,2024-02-14,2024-02-14,2024-02-14,2024-02-13,17.799999237060547,867,531,0.02905505274453826,177.1795829428493,0.008524165299965579,43.68547601766618,0.02427666079491385,26.885398856192875,0.32709655889006095,0.3831914011574166,55.0,60.0
371,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2024-05-07,2024-03-31,2024-05-07 20:16:50+00:00,0001069258-24-000036,https://www.sec.gov/Archives/edgar/data/1069258/000106925824000036/ktos-20240331.htm,7444,1342,data/interim/text/000106925824000036.txt.gz,106925824000036,2024Q2,2024-05-07 16:16:50-04:00,2024-05-08,2024-05-08,2024-05-08,2024-05-07,18.76000022888184,925,473,0.014373992477162815,26.20241375866885,0.004030091348737238,5.378834183243112,0.016254701773240194,8.342375991949378,0.5199982419872603,0.3068300436165155,55.0,60.0
372,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2024-08-07,2024-06-30,2024-08-07 20:14:59+00:00,0001069258-24-000051,https://www.sec.gov/Archives/edgar/data/1069258/000106925824000051/ktos-20240630.htm,8745,1379,data/interim/text/000106925824000051.txt.gz,106925824000051,2024Q3,2024-08-07 16:14:59-04:00,2024-08-08,2024-08-08,2024-08-08,2024-08-07,20.06999969482422,988,410,0.013036020583190394,24.679850601345073,0.0038879359634076617,5.276689633636192,0.01452258433390509,8.4543617060392,0.28585395687120857,0.34628491235982745,55.0,60.0
373,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2024-11-07,2024-09-29,2024-11-07 21:22:29+00:00,0001069258-24-000061,https://www.sec.gov/Archives/edgar/data/1069258/000106925824000061/ktos-20240929.htm,9220,1448,data/interim/text/000106925824000061.txt.gz,106925824000061,2024Q4,2024-11-07 16:22:29-05:00,2024-11-08,2024-11-08,2024-11-08,2024-11-07,23.81999969482422,1053,345,0.013557483731019523,25.97206305507062,0.004013015184381779,5.631223482940334,0.01420824295010846,11.401538379809356,0.349221886779482,0.4898181236023828,55.0,60.0
374,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-K,2025-02-26,2024-12-29,2025-02-26 21:22:19+00:00,0001069258-25-000008,https://www.sec.gov/Archives/edgar/data/1069258/000106925825000008/ktos-20241229.htm,46871,3711,data/interim/text/000106925825000008.txt.gz,106925825000008,2025Q1,2025-02-26 16:22:19-05:00,2025-02-27,2025-02-27,2025-02-27,2025-02-26,24.959999084472656,1126,272,0.029058479656930723,172.3910650955364,0.008064688186725268,40.72599662733833,0.024812784024236735,25.614153825554094,0.4951278243922339,0.5264431616545621,55.0,60.0
375,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2025-05-07,2025-03-30,2025-05-07 20:26:13+00:00,0001069258-25-000028,https://www.sec.gov/Archives/edgar/data/1069258/000106925825000028/ktos-20250330.htm,7753,1400,data/interim/text/000106925825000028.txt.gz,106925825000028,2025Q2,2025-05-07 16:26:13-04:00,2025-05-08,2025-05-08,2025-05-08,2025-05-07,36.060001373291016,1175,223,0.012382303624403457,23.220833980486578,0.004256416870888688,5.780635797489137,0.015864826518766927,7.299778200089361,0.5719478264175246,0.5879586991123802,55.0,60.0
376,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2025-08-07,2025-06-29,2025-08-07 20:09:31+00:00,0001069258-25-000048,https://www.sec.gov/Archives/edgar/data/1069258/000106925825000048/ktos-20250629.htm,9118,1442,data/interim/text/000106925825000048.txt.gz,106925825000048,2025Q3,2025-08-07 16:09:31-04:00,2025-08-08,2025-08-08,2025-08-08,2025-08-07,59.08000183105469,1238,160,0.010967317394165387,21.712356826314547,0.004496600131607809,6.88901537023277,0.013818819916648387,7.79726953292256,0.5803600434365566,0.6023116784572622,55.0,60.0
377,KTOS,1069258,"KRATOS DEFENSE & SECURITY SOLUTIONS, INC.",3760,Guided Missiles & Space Vehicles & Parts,10-Q,2025-11-04,2025-09-28,2025-11-04 21:29:30+00:00,0001069258-25-000058,https://www.sec.gov/Archives/edgar/data/1069258/000106925825000058/ktos-20250928.htm,8853,1424,data/interim/text/000106925825000058.txt.gz,106925825000058,2025Q4,2025-11-04 16:29:30-05:00,2025-11-05,2025-11-05,2025-11-05,2025-11-04,90.22000122070312,1300,98,0.012876990850559133,23.941912955038305,0.004179374223427087,6.6805474608569355,0.015136112052411612,8.234578269497343,0.5281317934739068,0.7985245070989636,55.0,60.0
378,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-K,2021-02-26,2021-01-03,2021-02-26 01:33:11+00:00,0001094285-21-000066,https://www.sec.gov/Archives/edgar/data/1094285/000109428521000066/tdy-20210103.htm,33390,3258,data/interim/text/000109428521000066.txt.gz,109428521000066,2021Q1,2021-02-25 20:33:11-05:00,2021-02-26,2021-02-26,2021-02-26,2021-02-25,378.0499877929688,121,1277,0.01925726265348907,98.0567318690161,0.004522312069481881,17.836276670085358,0.01940700808625337,19.858086884684763,0.3280237639205404,0.24168730382988957,55.0,60.0
379,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2021-04-30,2021-04-04,2021-04-30 01:36:26+00:00,0001094285-21-000111,https://www.sec.gov/Archives/edgar/data/1094285/000109428521000111/tdy-20210404.htm,7703,1210,data/interim/text/000109428521000111.txt.gz,109428521000111,2021Q2,2021-04-29 21:36:26-04:00,2021-04-30,2021-04-30,2021-04-30,2021-04-29,452.2200012207031,165,1233,0.007918992600285602,11.662240091475123,0.0032454887706088536,4.559962357989716,0.013631052836557186,5.230697691812072,0.26563481413124307,0.2397592822516173,55.0,60.0
380,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2021-08-02,2021-07-04,2021-07-31 01:26:05+00:00,0001094285-21-000140,https://www.sec.gov/Archives/edgar/data/1094285/000109428521000140/tdy-20210704.htm,10553,1318,data/interim/text/000109428521000140.txt.gz,109428521000140,2021Q3,2021-07-30 21:26:05-04:00,2021-07-31,2021-08-02,2021-08-02,2021-07-30,452.7699890136719,229,1169,0.010613095802141571,23.770039510696098,0.0027480337344830854,5.524687926708015,0.01459300672794466,9.902760611095466,0.23680300528728607,0.16579850534498922,55.0,60.0
381,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2021-10-28,2021-10-03,2021-10-28 21:18:29+00:00,0001094285-21-000170,https://www.sec.gov/Archives/edgar/data/1094285/000109428521000170/tdy-20211003.htm,10678,1395,data/interim/text/000109428521000170.txt.gz,109428521000170,2021Q4,2021-10-28 17:18:29-04:00,2021-10-29,2021-10-29,2021-10-29,2021-10-28,446.5700073242188,292,1106,0.012268215021539615,26.40095675866954,0.002622213897733658,5.5348376096705545,0.012642817006930136,9.288445519904103,0.14972414751962823,0.24595606928984792,55.0,60.0
382,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-K,2022-02-25,2022-01-02,2022-02-25 22:20:39+00:00,0001094285-22-000049,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000049/tdy-20220102.htm,36690,3437,data/interim/text/000109428522000049.txt.gz,109428522000049,2022Q1,2022-02-25 17:20:39-05:00,2022-02-26,2022-02-26,2022-02-28,2022-02-25,428.6300048828125,374,1024,0.019242300354319977,110.88019685847829,0.004415372035977106,18.628369285208198,0.020632324884164624,23.525489492093193,0.2485325402684188,0.2896904661371306,55.0,60.0
383,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2022-05-03,2022-04-03,2022-05-02 23:07:05+00:00,0001094285-22-000081,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000081/tdy-20220403.htm,6862,1185,data/interim/text/000109428522000081.txt.gz,109428522000081,2022Q2,2022-05-02 19:07:05-04:00,2022-05-03,2022-05-03,2022-05-03,2022-05-02,428.4599914550781,419,979,0.010346837656659866,13.462288559362577,0.0033517924803264354,4.341983716613665,0.017633343048673856,9.283424889610382,0.24771917054109813,0.3475356807478287,55.0,60.0
384,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2022-08-01,2022-07-03,2022-08-01 21:11:31+00:00,0001094285-22-000099,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000099/tdy-20220703.htm,8052,1140,data/interim/text/000109428522000099.txt.gz,109428522000099,2022Q3,2022-08-01 17:11:31-04:00,2022-08-02,2022-08-02,2022-08-02,2022-08-01,393.1499938964844,481,917,0.009066070541480377,14.156605620826523,0.003974167908594138,4.765197090065355,0.013412816691505217,6.473083321019563,0.3251358334973866,0.30308322245115465,55.0,60.0
385,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2022-11-02,2022-10-02,2022-11-01 23:50:54+00:00,0001094285-22-000121,https://www.sec.gov/Archives/edgar/data/1094285/000109428522000121/tdy-20221002.htm,7890,1148,data/interim/text/000109428522000121.txt.gz,109428522000121,2022Q4,2022-11-01 19:50:54-04:00,2022-11-02,2022-11-02,2022-11-02,2022-11-01,400.9599914550781,546,852,0.01064638783269962,15.007466539133315,0.0034220532319391636,4.909302994868838,0.013307984790874524,6.198640496907294,0.2848794972615352,0.2629712710499103,55.0,60.0
386,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-K,2023-02-24,2023-01-01,2023-02-24 22:26:54+00:00,0001094285-23-000053,https://www.sec.gov/Archives/edgar/data/1094285/000109428523000053/tdy-20230101.htm,31991,3304,data/interim/text/000109428523000053.txt.gz,109428523000053,2023Q1,2023-02-24 17:26:54-05:00,2023-02-25,2023-02-25,2023-02-27,2023-02-24,429.6400146484375,624,774,0.022381294739145383,113.22281990220408,0.004501265981057172,18.203842133484745,0.02169360132537276,23.004201024653838,0.2469673446356727,0.20972874484718507,55.0,60.0
387,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2023-04-28,2023-04-02,2023-04-28 20:40:16+00:00,0001094285-23-000083,https://www.sec.gov/Archives/edgar/data/1094285/000109428523000083/tdy-20230402.htm,5523,1075,data/interim/text/000109428523000083.txt.gz,109428523000083,2023Q2,2023-04-28 16:40:16-04:00,2023-04-29,2023-04-29,2023-05-01,2023-04-28,414.3999938964844,668,730,0.013036393264530146,10.813826013667573,0.0032590983161325366,4.675562216165473,0.011950027159152634,4.138193930984571,0.18592680581495316,0.22724789317857014,55.0,60.0
388,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2023-07-31,2023-07-02,2023-07-31 21:25:13+00:00,0001094285-23-000102,https://www.sec.gov/Archives/edgar/data/1094285/000109428523000102/tdy-20230702.htm,6048,1014,data/interim/text/000109428523000102.txt.gz,109428523000102,2023Q3,2023-07-31 17:25:13-04:00,2023-08-01,2023-08-01,2023-08-01,2023-07-31,384.5299987792969,731,667,0.011739417989417989,13.217106474090937,0.0031415343915343914,3.77528967760014,0.01240079365079365,4.787310202297826,0.1825493231069878,0.19645167738291636,55.0,60.0
389,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2023-10-27,2023-10-01,2023-10-27 21:08:14+00:00,0001094285-23-000129,https://www.sec.gov/Archives/edgar/data/1094285/000109428523000129/tdy-20231001.htm,6378,1037,data/interim/text/000109428523000129.txt.gz,109428523000129,2023Q4,2023-10-27 17:08:14-04:00,2023-10-28,2023-10-28,2023-10-30,2023-10-27,370.7099914550781,794,604,0.01332706177485105,14.264090769998546,0.004703668861712135,3.5056334682554042,0.011132016306052053,4.607325464423663,0.19123455016018848,0.20782401450459287,55.0,60.0
390,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-K,2024-02-23,2023-12-31,2024-02-23 21:38:34+00:00,0001094285-24-000044,https://www.sec.gov/Archives/edgar/data/1094285/000109428524000044/tdy-20231231.htm,32785,3322,data/interim/text/000109428524000044.txt.gz,109428524000044,2024Q1,2024-02-23 16:38:34-05:00,2024-02-24,2024-02-24,2024-02-26,2024-02-23,432.8699951171875,874,524,0.02397437852676529,124.0669436394806,0.004910782369986274,20.505235929711983,0.021869757511056884,22.33744974397412,0.22061326123702554,0.279442213311845,55.0,60.0
391,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2024-04-29,2024-03-31,2024-04-27 00:39:12+00:00,0001094285-24-000079,https://www.sec.gov/Archives/edgar/data/1094285/000109428524000079/tdy-20240331.htm,5308,1077,data/interim/text/000109428524000079.txt.gz,109428524000079,2024Q2,2024-04-26 20:39:12-04:00,2024-04-27,2024-04-29,2024-04-29,2024-04-26,374.6400146484375,918,480,0.015071590052750565,14.185945133125328,0.00452147701582517,5.110442465538941,0.012622456669178599,3.3624694701713955,0.15070990048854177,0.17985310988370304,55.0,60.0
392,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2024-07-29,2024-06-30,2024-07-26 23:42:45+00:00,0001094285-24-000090,https://www.sec.gov/Archives/edgar/data/1094285/000109428524000090/tdy-20240630.htm,6872,1070,data/interim/text/000109428524000090.txt.gz,109428524000090,2024Q3,2024-07-26 19:42:45-04:00,2024-07-27,2024-07-29,2024-07-29,2024-07-26,421.55999755859375,980,418,0.013969732246798603,12.552508934115707,0.005675203725261932,5.578801845850891,0.01018626309662398,2.185400717715261,0.1661947689141327,0.20399189401716802,55.0,60.0
393,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2024-10-28,2024-09-29,2024-10-25 23:15:47+00:00,0001094285-24-000104,https://www.sec.gov/Archives/edgar/data/1094285/000109428524000104/tdy-20240929.htm,6648,1049,data/interim/text/000109428524000104.txt.gz,109428524000104,2024Q4,2024-10-25 19:15:47-04:00,2024-10-26,2024-10-28,2024-10-28,2024-10-25,469.1900024414063,1044,354,0.012936221419975932,12.191825737815567,0.0069193742478941035,7.038808208721504,0.011131167268351384,2.275886677220377,0.16839033042420878,0.2262219872297853,55.0,60.0
394,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-K,2025-02-21,2024-12-29,2025-02-21 00:10:07+00:00,0001094285-25-000053,https://www.sec.gov/Archives/edgar/data/1094285/000109428525000053/tdy-20241229.htm,29824,3134,data/interim/text/000109428525000053.txt.gz,109428525000053,2025Q1,2025-02-20 19:10:07-05:00,2025-02-21,2025-02-21,2025-02-21,2025-02-20,500.989990234375,1122,276,0.024275751072961375,115.16039966190891,0.004660675965665236,19.506966405063896,0.02132510729613734,19.274919974195065,0.20619227890071823,0.3202963846568554,55.0,60.0
395,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2025-04-28,2025-03-30,2025-04-25 21:59:56+00:00,0001094285-25-000105,https://www.sec.gov/Archives/edgar/data/1094285/000109428525000105/tdy-20250330.htm,5175,993,data/interim/text/000109428525000105.txt.gz,109428525000105,2025Q2,2025-04-25 17:59:56-04:00,2025-04-26,2025-04-28,2025-04-28,2025-04-25,458.6000061035156,1167,231,0.01429951690821256,15.510496651963543,0.00502415458937198,4.990408932222237,0.012367149758454106,2.1749013826153116,0.3250120868566882,0.15423309734061988,55.0,60.0
396,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2025-07-28,2025-06-29,2025-07-25 21:43:44+00:00,0001094285-25-000131,https://www.sec.gov/Archives/edgar/data/1094285/000109428525000131/tdy-20250629.htm,6808,1060,data/interim/text/000109428525000131.txt.gz,109428525000131,2025Q3,2025-07-25 17:43:44-04:00,2025-07-26,2025-07-28,2025-07-28,2025-07-25,555.8900146484375,1229,169,0.012925969447708578,13.341842696021269,0.0051410105757931845,6.0352366011359315,0.011163337250293772,2.4009344727417425,0.14948326687002794,0.20757035091333056,55.0,60.0
397,TDY,1094285,TELEDYNE TECHNOLOGIES INC,3812,"Search, Detection, Navigation, Guidance, Aeronautical Sys",10-Q,2025-10-24,2025-09-28,2025-10-24 21:23:50+00:00,0001094285-25-000140,https://www.sec.gov/Archives/edgar/data/1094285/000109428525000140/tdy-20250928.htm,7191,1088,data/interim/text/000109428525000140.txt.gz,109428525000140,2025Q4,2025-10-24 17:23:50-04:00,2025-10-25,2025-10-25,2025-10-27,2025-10-24,532.0900268554688,1293,105,0.01446252259769156,16.224816461347505,0.005423445974134335,6.918277255727276,0.011681268251981644,2.378695113934987,0.17830234286287616,0.28895024029375965,55.0,60.0
398,MELI,1099590,MERCADOLIBRE INC,7389,"Services-Business Services, NEC",10-K,2021-03-01,2020-12-31,2021-03-01 21:26:47+00:00,0001562762-21-000079,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000079/meli-20201231x10k.htm,44193,3644,data/interim/text/000156276221000079.txt.gz,156276221000079,2021Q1,2021-03-01 16:26:47-05:00,2021-03-02,2021-03-02,2021-03-02,2021-03-01,1713.280029296875,123,1275,0.022311225759735705,163.47224306716936,0.0065394972054397755,42.75666575461079,0.018351322607652796,26.1105157583326,0.4684288056958808,0.4646006687571231,55.0,60.0
399,MELI,1099590,MERCADOLIBRE INC,7389,"Services-Business Services, NEC",10-Q,2021-05-06,2021-03-31,2021-05-06 20:23:50+00:00,0001562762-21-000200,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000200/meli-20210331x10q.htm,14519,1703,data/interim/text/000156276221000200.txt.gz,156276221000200,2021Q2,2021-05-06 16:23:50-04:00,2021-05-07,2021-05-07,2021-05-07,2021-05-06,1446.3399658203125,170,1228,0.010813416901990495,18.05598657385938,0.003994765479716234,11.629338231970284,0.015359184516840003,7.096966646775075,0.5112904841116935,0.3855805647533549,55.0,60.0
400,MELI,1099590,MERCADOLIBRE INC,7389,"Services-Business Services, NEC",10-Q,2021-08-05,2021-06-30,2021-08-05 20:57:01+00:00,0001562762-21-000313,https://www.sec.gov/Archives/edgar/data/1099590/000156276221000313/meli-20210630x10q.htm,16105,1659,data/interim/text/000156276221000313.txt.gz,156276221000313,2021Q3,2021-08-05 16:57:01-04:00,2021-08-06,2021-08-06,2021-08-06,2021-08-05,1786.1099853515625,233,1165,0.008382489909965849,13.615922865162124,0.003539273517541136,9.819456117424709,0.011362930766842595,5.3282645260500106,0.2889294134157976,0.3281215185678329,55.0,60.0
