,ticker,cik,company,sic,sic_desc,form,filing_date,report_date,acceptance_datetime,accession,doc_url,n_words,n_distinct,text_path,accession_clean,calendar_quarter,acceptance_et,acceptance_effective_date,day0_candidate,day0,day_minus1,price_day_minus1,n_pre_returns,n_post_returns
18,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2022-05-04,2022-03-26,2022-05-04 20:50:40+00:00,0000002488-22-000078,https://www.sec.gov/Archives/edgar/data/2488/000000248822000078/amd-20220326.htm,23924,2548,data/interim/text/000000248822000078.txt.gz,000000248822000078,2022Q2,2022-05-04 16:50:40-04:00,2022-05-05,2022-05-05,2022-05-05,2022-05-04,99.41999816894533,421,977
19,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2022-08-03,2022-06-25,2022-08-03 21:15:57+00:00,0000002488-22-000123,https://www.sec.gov/Archives/edgar/data/2488/000000248822000123/amd-20220625.htm,24727,2554,data/interim/text/000000248822000123.txt.gz,000000248822000123,2022Q3,2022-08-03 17:15:57-04:00,2022-08-04,2022-08-04,2022-08-04,2022-08-03,98.08999633789062,483,915
20,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2022-11-02,2022-09-24,2022-11-02 20:35:10+00:00,0000002488-22-000170,https://www.sec.gov/Archives/edgar/data/2488/000000248822000170/amd-20220924.htm,24655,2527,data/interim/text/000000248822000170.txt.gz,000000248822000170,2022Q4,2022-11-02 16:35:10-04:00,2022-11-03,2022-11-03,2022-11-03,2022-11-02,58.630001068115234,547,851
21,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2023-02-27,2022-12-31,2023-02-27 21:20:39+00:00,0000002488-23-000047,https://www.sec.gov/Archives/edgar/data/2488/000000248823000047/amd-20221231.htm,40302,3586,data/interim/text/000000248823000047.txt.gz,000000248823000047,2023Q1,2023-02-27 16:20:39-05:00,2023-02-28,2023-02-28,2023-02-28,2023-02-27,78.7699966430664,625,773
22,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2023-05-03,2023-04-01,2023-05-03 20:28:42+00:00,0000002488-23-000076,https://www.sec.gov/Archives/edgar/data/2488/000000248823000076/amd-20230401.htm,22403,2448,data/interim/text/000000248823000076.txt.gz,000000248823000076,2023Q2,2023-05-03 16:28:42-04:00,2023-05-04,2023-05-04,2023-05-04,2023-05-03,81.62000274658203,671,727
23,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2023-08-02,2023-07-01,2023-08-02 21:12:01+00:00,0000002488-23-000139,https://www.sec.gov/Archives/edgar/data/2488/000000248823000139/amd-20230701.htm,22671,2419,data/interim/text/000000248823000139.txt.gz,000000248823000139,2023Q3,2023-08-02 17:12:01-04:00,2023-08-03,2023-08-03,2023-08-03,2023-08-02,109.3499984741211,733,665
24,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2023-11-01,2023-09-30,2023-11-01 20:20:28+00:00,0000002488-23-000195,https://www.sec.gov/Archives/edgar/data/2488/000000248823000195/amd-20230930.htm,23459,2547,data/interim/text/000000248823000195.txt.gz,000000248823000195,2023Q4,2023-11-01 16:20:28-04:00,2023-11-02,2023-11-02,2023-11-02,2023-11-01,108.04000091552734,797,601
25,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-K,2024-01-31,2023-12-30,2024-01-31 22:16:39+00:00,0000002488-24-000012,https://www.sec.gov/Archives/edgar/data/2488/000000248824000012/amd-20231230.htm,43126,3803,data/interim/text/000000248824000012.txt.gz,000000248824000012,2024Q1,2024-01-31 17:16:39-05:00,2024-02-01,2024-02-01,2024-02-01,2024-01-31,167.69000244140625,858,540
26,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2024-05-01,2024-03-30,2024-05-01 20:10:44+00:00,0000002488-24-000056,https://www.sec.gov/Archives/edgar/data/2488/000000248824000056/amd-20240330.htm,23025,2511,data/interim/text/000000248824000056.txt.gz,000000248824000056,2024Q2,2024-05-01 16:10:44-04:00,2024-05-02,2024-05-02,2024-05-02,2024-05-01,144.27000427246094,921,477
27,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2024-07-31,2024-06-29,2024-07-31 20:20:22+00:00,0000002488-24-000123,https://www.sec.gov/Archives/edgar/data/2488/000000248824000123/amd-20240629.htm,23484,2524,data/interim/text/000000248824000123.txt.gz,000000248824000123,2024Q3,2024-07-31 16:20:22-04:00,2024-08-01,2024-08-01,2024-08-01,2024-07-31,144.47999572753906,983,415
28,AMD,2488,ADVANCED MICRO DEVICES INC,3674,Semiconductors & Related Devices,10-Q,2024-10-30,2024-09-28,2024-10-30 20:26:03+00:00,0000002488-24-000163,https://www.sec.gov/Archives/edgar/data/2488/000000248824000163/amd-20240928.htm,24484,2567,data/interim/text/000000248824000163.txt.gz,000000248824000163,2024Q4,2024-10-30 16:26:03-04:00,2024-10-31,2024-10-31,2024-10-31,2024-10-30,148.60000610351562,1047,351
